"id","questionnaire_id","category_id","text","image_url","position","weight","scoring_direction","is_lie_question","is_active"
"d0229a39-9993-494d-bb81-f97a89618b55","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","Вас обычно так сильно задевает ссора с человеком, что вам трудно сдержать себя.","https://drive.google.com/file/d/1khaYofZ1C-TasFstJYpnL-GSi5hCxopT/view?usp=sharing","11","1.0000","","False","True"
"976707e0-137d-469e-8167-546a7421836a","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","При ссорах вы стараетесь доказать свою правоту.","https://drive.google.com/file/d/1Rawry9JwStStTkXpDzOXtT_c53KFg6Y9/view?usp=sharing","12","1.0000","","False","True"
"844b2899-eda7-4454-9720-c229fd2da57c","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","Вас никто не понимает в конфликтах.","https://drive.google.com/file/d/1FlNavFd1ZUdC78iTQtofp2a5lWZ1Kg1L/view?usp=sharing","13","1.0000","","False","True"
"69762705-6960-40f4-9fec-0fa1937e40be","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","Вы избегаете встреч с теми, с кем конфликтуете.","https://drive.google.com/file/d/1iHXnv9DhVAb13f0CtCqZuSKH84wIKJrd/view?usp=sharing","14","1.0000","","False","True"
"52759464-f2d2-4cb0-9f00-d04a384de6ba","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","Вы не умеете решать конфликты спокойно.","https://drive.google.com/file/d/1oRrIMy_lcw4ljHnc7kd6XveFm5mVIlvv/view?usp=sharing","15","1.0000","","False","True"
"22843ffc-2e33-44bb-ad6a-71766838d27a","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","Вы всегда правы в конфликтах.","https://drive.google.com/file/d/1-vPY4OYzfDbQEslsV5CIpYQYIIzbhbzC/view?usp=sharing","16","0.0000","none","True","True"
"4fec8129-770d-4536-b318-3d1995451be9","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","Конфликты никогда не вызывают у вас негативных эмоций.","https://drive.google.com/file/d/1Qyd6g1Dt1hH1ar1OP4XfXn0li5SM1l8I/view?usp=sharing","17","0.0000","none","True","True"
"2fda7d1a-dd8f-4076-8889-afcbd5781d84","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","После конфликта вы стараетесь проанализировать свое поведение.","https://drive.google.com/file/d/1WhrjNBca0w36MjWlTiiah5LzBO7GQyoG/view?usp=sharing","18","1.0000","","False","True"
"8bb7c6e6-90a9-4822-8ccd-b9c2c6132056","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","Вы готовы извиняться, если понимаете свою неправоту.","https://drive.google.com/file/d/1-bWPkMlReYmkXAHFzM4Ep-XiObB9sfYf/view?usp=sharing","19","1.0000","","False","True"
"8207af08-5afe-446f-b4ab-8db4b192918b","9a08a98a-297b-4867-8e33-040369252927","d33c0ebd-2005-4ebe-ae41-06cd93eef899","В конфликте вы стараетесь найти компромиссное решение.","https://drive.google.com/file/d/1x4CfH73rBnjeZmJJ5cUXPinB4TYGzBPB/view?usp=sharing","20","1.0000","","False","True"
"280cf455-9b90-4a30-837f-685c23dd3ccd","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Вы быстро привыкаете к новому коллективу.","https://drive.google.com/file/d/1aKxYP21sRypPIlJZOqAf1fyPV8OHqs8k/view?usp=sharing","21","1.0000","","False","True"
"87e6a691-fbe0-4ce4-b577-7a1e13dd6814","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Не испытываете трудностей при общении с новыми людьми.","https://drive.google.com/file/d/14ILL3DdyZZsTSbcEZAlG2tgv_JQM8m4B/view?usp=sharing","22","1.0000","","False","True"
"a34c30ad-9fc2-4289-ba1f-b6e57e63c5b0","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Легко меняете окружение, если оно не устраивает.","https://drive.google.com/file/d/1vdls4Za65QKIGdGpBww-XHYxIk-SRf38/view?usp=sharing","23","1.0000","","False","True"
"c52127c0-426a-4875-ae87-f9c5757fe8a4","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Без трудностей знакомитесь с новыми людьми.","https://drive.google.com/file/d/1-COmWj1ToO-719yojUYXrPqOBLGJTOQm/view?usp=sharing","24","1.0000","","False","True"
"a129b22c-7b5b-44bf-83bf-1a340b562915","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Легко адаптируетесь к изменениям.","https://drive.google.com/file/d/1DgjkH7LWJ1ZrCNXOvPP1HMzdNg7h20Ca/view?usp=sharing","25","1.0000","","False","True"
"3d9453fa-c1ca-40c3-ad6f-d4b2a9d1d1af","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","У вас нет абсолютно никаких проблем в общении.","https://drive.google.com/file/d/1jGyWyzDlCLsG1DQHo1vuI7Q4oBIJ3MDi/view?usp=sharing","26","0.0000","none","True","True"
"1b72c2da-29ac-427c-bc67-3d4666c68c04","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Вы идеально вписываетесь в любой коллектив.","https://drive.google.com/file/d/1_gGr7C2uk9n4f2EtKDZDXRntyXwQvcWQ/view?usp=sharing","27","0.0000","none","True","True"
"43932e21-f576-4358-91ef-7a1b65d51a46","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Вы умеете находить общий язык с людьми разных возрастов.","https://drive.google.com/file/d/1jb6FEQWIi97ukBH_WE3WLxLYHn3XBcUJ/view?usp=sharing","28","1.0000","","False","True"
"6799bbe0-6e11-4a8b-a15c-82c9c60c3819","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Вам комфортно выступать перед аудиторией.","https://drive.google.com/file/d/1TmOi2vUYtPh8nYpXnsWL-spU_jZ2PGz2/view?usp=sharing","29","1.0000","","False","True"
"8f57b181-e570-4244-81b2-8d7b8074af17","9a08a98a-297b-4867-8e33-040369252927","fb362370-73e2-4c29-a3b5-9a010ed1d40d","Вы легко осваиваете новые социальные роли.","https://drive.google.com/file/d/1MNWJbvXCpE1odQOkWg6yxz_aWBKE-I2V/view?usp=sharing","30","1.0000","","False","True"
"a58c461e-5c06-4120-9312-d8e21dacf658","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Вы должны быть лучшим во всем.","https://drive.google.com/file/d/1EZy9ZhrlZeGctmhPh4RKIlJsrK-4qCFA/view?usp=sharing","31","1.0000","","False","True"
"864f7ae0-e74d-4a43-a02a-6b1cae40e6fc","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Критикуете себя за ошибки.","https://drive.google.com/file/d/1hBVME-V2XblvV6CVtme26cwTKlf28F3-/view?usp=sharing","32","1.0000","","False","True"
"d88feb2b-d96f-4c3c-b836-a3c2831c1ea1","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Стремитесь к идеальному результату.","https://drive.google.com/file/d/1Vpyr61Y0XzSQam7KGMgcB7u8xyzUVPOn/view?usp=sharing","33","1.0000","","False","True"
"dbe5f481-b351-475d-9c22-c7e176bce52d","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Боитесь неудач.","https://drive.google.com/file/d/1Xq_rRYO33W9m6yThDU50iFptAnpJ5lDn/view?usp=sharing","34","1.0000","","False","True"
"9df2a77b-fe32-4259-b858-0fc25c5112f5","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Считаете несовершенный результат неприемлемым.","https://drive.google.com/file/d/1FX7rblOhf6bvujyYvMdLXX2tQ9qDZhkc/view?usp=sharing","35","1.0000","","False","True"
"d843e78b-6db9-4d3c-a54c-35389a845d47","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Вы никогда не делаете ошибок.","https://drive.google.com/file/d/1lyCR2pRdk10dlc_vUF57WxKCAH2PJSfk/view?usp=sharing","36","0.0000","none","True","True"
"9800cd29-5cc7-4dd3-bd01-a86c47b4d235","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Все, что вы делаете, всегда идеально.","https://drive.google.com/file/d/1m6Lep_IOE6FsmksKZqnQaHlYM-v7aggQ/view?usp=sharing","37","0.0000","none","True","True"
"91e567da-17bf-4b83-af3b-ad1cfa187207","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Вы часто откладываете дела из-за страха сделать их неидеально.","https://drive.google.com/file/d/1w_LbPf4IuuE3qjBA9dA3vPReLtA30NRy/view?usp=sharing","38","1.0000","","False","True"
"e38a8e05-ec23-4a07-9cf0-9acb4f5bd933","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Вам сложно делегировать задачи другим людям.","https://drive.google.com/file/d/1SCji3wq5fyLQ97UK4np02G4QaxWqYD33/view?usp=sharing","39","1.0000","","False","True"
"bc1b6590-4b37-4e5c-8b89-9caeb34073f1","9a08a98a-297b-4867-8e33-040369252927","c3be280d-5c97-48b0-8baf-a43e9d28664d","Вы постоянно сравниваете свои результаты с чужими.","https://drive.google.com/file/d/1mEkEe5bGk5GuMk5JN1eBblAehy0jlGyX/view?usp=sharing","40","1.0000","","False","True"
"ca35111f-a498-44e7-a48d-3b31e88853d6","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Считаете, что будущее будет только хуже.","https://drive.google.com/file/d/1nKPi0FF0Cb7cZygi91vYW7tYjWQBgds_/view?usp=sharing","41","1.0000","","False","True"
"d7372159-bde4-4cb7-9ee5-2131b209ebd0","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Проблемы кажутся неразрешимыми.","https://drive.google.com/file/d/1MipUhXKSMDQJBaekJSqfK8qxe5C1yEzP/view?usp=sharing","42","1.0000","","False","True"
"75f03cdb-df7c-4fe6-b313-bf97b17e86cc","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Ничего не может изменить ситуацию к лучшему.","https://drive.google.com/file/d/1D97H5wGQIlDTCTRgCptYODVGY1z2TlbU/view?usp=sharing","43","1.0000","","False","True"
"c9a28ecf-80b0-4837-98c2-759e69f8ab6c","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Чувствуете себя обреченным.","https://drive.google.com/file/d/1gZJa5psOeAESzgmJQ99UKRuiU7bNbKmR/view?usp=sharing","44","1.0000","","False","True"
"b584f387-ced5-40d5-bf6c-01c1ed8d7028","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Нет сил что-либо изменить.","https://drive.google.com/file/d/14HOzATf53d_Q4BtU0Zvgr5tdtvdmSdBl/view?usp=sharing","45","1.0000","","False","True"
"7e175789-bfa7-4902-9927-88d05e9debe6","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","У вас всегда все получается.","https://drive.google.com/file/d/1aXVFf39kwjY0j0MruU5jAXeuNxPdG7l5/view?usp=sharing","46","0.0000","none","True","True"
"55f05cdf-c4b4-4056-8dc2-84467a69499d","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Ваша жизнь идеальна и не требует изменений.","https://drive.google.com/file/d/1OwF3jSb_Tmw23VTSc2xmJ1YEqxgUbQes/view?usp=sharing","47","0.0000","none","True","True"
"19da3b9a-cd27-43ca-b26f-16143a70b3e3","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Вы не видите смысла в своих действиях.","https://drive.google.com/file/d/1MGCdE6600d3ZBbD703We5H9sZ3SduWgq/view?usp=sharing","48","1.0000","","False","True"
"0caacce8-577b-439a-bc25-e87a7f8e30af","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Вам кажется, что все ваши усилия бесполезны.","https://drive.google.com/file/d/1GIoVNpK1Rextt5oTy5Lofc8Sc8vCGVgH/view?usp=sharing","49","1.0000","","False","True"
"98d17daa-284e-435f-a843-0aa4b474298d","9a08a98a-297b-4867-8e33-040369252927","2860b0b7-bd58-4d08-a512-0ae704385d6c","Вы не верите в лучшее будущее.","https://drive.google.com/file/d/1s0v5quuTZUSvLo2wzPC3YXHjdNaw6c4C/view?usp=sharing","50","1.0000","","False","True"
"183e02d6-ec9a-4214-8b70-200cf7c018e8","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Ставите конкретные цели.","https://drive.google.com/file/d/1Jc0lkL_FkT1RyD9fe-QcUDslJbGJvajd/view?usp=sharing","51","1.0000","","False","True"
"40627408-4182-4135-8105-1855a7dd2371","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Готовы прилагать усилия для достижения целей.","https://drive.google.com/file/d/1P4xsdhlNDKDATnSnWrT25b5b68HU3aGb/view?usp=sharing","52","1.0000","","False","True"
"1ed6e694-6451-45f0-bc5d-f77d07c8f98f","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Хорошо реагируете на неудачи.","https://drive.google.com/file/d/1f8t2UuDUo2BiuOD9eZ3ga6YGcPj9gogp/view?usp=sharing","53","1.0000","","False","True"
"6cb9e113-380d-4921-a291-e2c5634edd36","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Стремитесь к саморазвитию.","https://drive.google.com/file/d/1rbYaMB2O9dR1TiRF14yjVpbTQrBv3Q50/view?usp=sharing","54","1.0000","","False","True"
"57711a45-52ca-4261-aa48-9c0f922d2e9c","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Считаете успех важным.","https://drive.google.com/file/d/1LAHryyZhGKNBaYbpz6maDW-X7YHItuLq/view?usp=sharing","55","1.0000","","False","True"
"d9cd864e-dc97-4427-bdc1-69c227dc24e3","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Вы достигаете абсолютно всех поставленных целей.","https://drive.google.com/file/d/1mqDBubRYt9hOVtIxxfXP5IfYuqHh5fFQ/view?usp=sharing","56","0.0000","none","True","True"
"b588c6ee-73f3-4fcf-952d-2046847a512d","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Вам не нужно прикладывать усилий для успеха.","https://drive.google.com/file/d/10_ET4X3r99j6YgOiOD8X80zDdaDrNlLb/view?usp=sharing","57","0.0000","none","True","True"
"d4563dca-b347-481d-a11b-3211fe36a57a","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Вы регулярно планируете свои действия.","https://drive.google.com/file/d/1-zo5sNgw3dY4uRXMAf5_YrOUyxPG17pV/view?usp=sharing","58","1.0000","","False","True"
"fc83e3c9-dca1-4246-86a5-5ed3e78af3d1","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Вы находите мотивацию даже в сложных ситуациях.","https://drive.google.com/file/d/18z-7cM-Kd75dTm7ns9JpJayvcOfnDLOG/view?usp=sharing","59","1.0000","","False","True"
"a4c977ff-35bd-42d0-9735-d80b24406cb6","9a08a98a-297b-4867-8e33-040369252927","2f969546-3e2e-4c8a-b62e-d414d7dc53bd","Вы умеете разбивать большие цели на маленькие задачи.","https://drive.google.com/file/d/1PVqOeH1Jki7Q8WDywinwKUeOYXXlTUFI/view?usp=sharing","60","1.0000","","False","True"
"3953bf50-3b91-4619-8f31-c377e5824070","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Часто испытываете беспокойство.","https://drive.google.com/file/d/1kg2SLHGMJd2FqOReckWBCi41bXy9Z-Ef/view?usp=sharing","61","1.0000","","False","True"
"6db8efeb-8414-4c44-be76-494f871d6ad5","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Испытываете тревогу без причины.","https://drive.google.com/file/d/1tdFf0fl-U8rZNAnduzYgBM_ACN94kqzi/view?usp=sharing","62","1.0000","","False","True"
"7ee538af-ae05-46ed-8a60-9ff89ef6f709","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Беспокоитесь о будущем.","https://drive.google.com/file/d/1ypi7uFwatAi_308hOJli8bao_AIvKZCW/view?usp=sharing","63","1.0000","","False","True"
"92fdadba-d839-4708-9a67-2f5a80e6e200","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Имеете физические симптомы тревоги.","https://drive.google.com/file/d/1SvinsR6swYZz2qJrRVQrRoXNfV2MGL7I/view?usp=sharing","64","1.0000","","False","True"
"d0b6afcb-1984-45ae-97f8-8379fa769b9b","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Тревога мешает повседневной жизни.","https://drive.google.com/file/d/1ohDODz5XQB7IK9vzcs-U8PWjhq9ya2Gb/view?usp=sharing","65","1.0000","","False","True"
"05e35d5f-3068-4769-b0c8-28f2f6969963","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Вы никогда не тревожитесь.","https://drive.google.com/file/d/1xkcfAwBsmFob3e7W8TJxX1jomJpcMpEu/view?usp=sharing","66","0.0000","none","True","True"
"221344e5-9ab5-461f-8612-5f6ce110dbbc","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Вас ничего не беспокоит.","https://drive.google.com/file/d/1OkSEagtSOejtS_jpSy4YusOtrn6u80dF/view?usp=sharing","67","0.0000","none","True","True"
"a53b7752-3740-48aa-ac4f-c1cebbb93a24","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Вы постоянно проверяете, все ли сделано правильно.","https://drive.google.com/file/d/1kCnl0U1VT9bHLVjJ3aNAw7l9R1QUwXC-/view?usp=sharing","68","1.0000","","False","True"
"50adbe4d-5ee1-4bec-ad77-6ea3310852ec","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Вам сложно расслабиться.","https://drive.google.com/file/d/1SA2tNjGskF8IiJyfMRs0V6XYC3fB0ppS/view?usp=sharing","69","1.0000","","False","True"
"3e2a7f62-2216-4fb5-bb40-b45e677fc6ff","9a08a98a-297b-4867-8e33-040369252927","0c5b74c5-5318-44f2-9431-425714dd0755","Вы часто переживаете о возможных неприятностях.","https://drive.google.com/file/d/17rCBqdZ-1QK3sn2J9Ej6MOyNDL0L_1zy/view?usp=sharing","70","1.0000","","False","True"
"533564d9-bc98-4854-8cc4-a2f80b01fe66","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Испытываете постоянную грусть.","","71","1.0000","","False","True"
"32166176-6134-4e63-bfc1-4492b577f16a","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Теряете интерес к любимым занятиям.","","72","1.0000","","False","True"
"63ed0f4f-d275-4dd8-a131-3d8f742f1c33","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Чувствуете упадок сил.","","73","1.0000","","False","True"
"86baacb7-67e4-48cb-99da-82f70985f838","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Имеете проблемы со сном.","","74","1.0000","","False","True"
"5cfed10a-afed-44ef-950b-585f047de487","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Испытываете чувство вины.","","75","1.0000","","False","True"
"d3096dc0-70b8-4163-ab3a-3ed3960415e6","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Вы всегда счастливы.","","76","0.0000","none","True","True"
"cebf7026-f61d-43a7-ae52-00f55a68dfc0","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","У вас всегда отличное настроение.","","77","0.0000","none","True","True"
"73c8b86d-88ec-4c03-8863-3259f45f8a18","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Вам сложно получать удовольствие от жизни.","","78","1.0000","","False","True"
"56f61bbe-8ad0-4b98-aaac-d810072b997e","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Вы часто чувствуете себя опустошенным.","","79","1.0000","","False","True"
"aa5c90e1-e848-4870-b5ea-5a622a7a9633","9a08a98a-297b-4867-8e33-040369252927","fbf1ff16-f439-45b3-9e75-b5e3920443e0","Вам трудно концентрироваться на делах.","","80","1.0000","","False","True"
"b51092f3-93b1-47d7-99a9-d6195a0e960d","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Появляются мысли о самоповреждении.","","81","1.0000","","False","True"
"78cafa74-3359-4b97-85e4-e18bdb86b2f1","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Думаете, что жизнь не имеет смысла.","","82","1.0000","","False","True"
"9a42492f-1798-4abe-9d0a-39d4faf2b10c","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Считаете, что окружающим будет лучше без вас.","","83","1.0000","","False","True"
"e8fe74c2-84a0-4043-98a9-44d6abf977a5","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Есть план причинить себе вред.","","84","1.0000","","False","True"
"ba1f26be-f7dd-4058-82e7-c5fe15e6bd83","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Чувствуете неспособность справиться с проблемами.","","85","1.0000","","False","True"
"187b762f-b473-417b-ab38-9c71d0ba427f","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Вы никогда не испытываете трудностей.","","86","0.0000","none","True","True"
"8dbdb46c-e431-4b95-95f5-1ba01e07a078","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Ваша жизнь абсолютно прекрасна.","","87","0.0000","none","True","True"
"d6fca3a7-8f14-4651-809d-25b487feb9e1","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Вы часто думаете о смерти.","","88","1.0000","","False","True"
"343981fb-8ee5-48ae-b7d8-4bd2e205bebd","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Чувствуете себя обузой для других.","","89","1.0000","","False","True"
"5e6fc5c4-ce30-4473-91af-2a2ec6d0a690","9a08a98a-297b-4867-8e33-040369252927","0801ca37-919c-42c4-92ac-70813974d38e","Считаете, что ваши проблемы неразрешимы.","","90","1.0000","","False","True"
"57c69bf9-9b09-4f88-9387-1cb8bffcf76a","630f5670-be31-4830-a3fd-052d123fcce7","e6fbf654-5290-4165-9f8d-7e3f28c50e6d","Члены вашей семьи часто поддерживают друг друга в трудных ситуациях.","https://drive.google.com/file/d/157xZYrMIZ6ABZzzvsXrEEWXzXjQnvxLV/view?usp=sharing","1","1.0000","direct","False","True"
