id,category_id,min_score,max_score,level_code,title,description,requires_attention
daeaf63b-ae42-4aeb-9ef8-a51b3317232c,fbf1ff16-f439-45b3-9e75-b5e3920443e0,25.0000,40.0000,high,Выраженная депрессия,"Стойкое снижение настроения
Значительная утомляемость
Потеря интереса к жизни",False
9f942741-4969-4603-9623-8a67f24ea4f8,0801ca37-919c-42c4-92ac-70813974d38e,8.0000,16.0000,low,Низкий уровень риска,"Отсутствие устойчивых суицидальных мыслей
Позитивное отношение к жизни
Способность справляться с проблемами
Отсутствие планов самоповреждения
Понимание ценности собственной жизни",False
24e6e276-e65e-43f6-a57c-04d86f3cf6e6,0801ca37-919c-42c4-92ac-70813974d38e,17.0000,24.0000,medium,Умеренный уровень риска,"Периодические мысли о самоповреждении
Ощущение бессмысленности жизни в кризисные периоды
Чувство тяжести проблем
Возможное наличие пассивных суицидальных мыслей
Необходимость психологической поддержки",True
c167c1e3-13b8-4d17-b6fc-50011733ebf4,0801ca37-919c-42c4-92ac-70813974d38e,25.0000,40.0000,high,Высокий уровень риска,"Устойчивые суицидальные мысли
Разработка планов самоповреждения
Убежденность в бессмысленности существования
Чувство беспомощности и безнадежности
Восприятие себя как обузы для окружающих",True
c980528f-6458-4c64-a5c5-3c8593e77c1d,e6fbf654-5290-4165-9f8d-7e3f28c50e6d,8.0000,16.0000,low,Кризисное состояние семейных отношений,"Недостаточная эмоциональная поддержка, проблемы в коммуникации и риск социальной изоляции.",True
8e828811-f571-4cdd-b0a4-8daba2821556,e6fbf654-5290-4165-9f8d-7e3f28c50e6d,17.0000,24.0000,medium,Нормализация семейных отношений,"Умеренная поддержка, частичные проблемы коммуникации и в целом стабильная семейная структура.",False
363dd885-b397-4493-a39d-05ec2dcd9aa9,e6fbf654-5290-4165-9f8d-7e3f28c50e6d,25.0000,40.0000,high,Здоровая семейная система,"Высокая эмоциональная поддержка, эффективная коммуникация и стабильные семейные связи.",False
25437188-1d52-406b-a756-3c5e25f34bd2,e4708649-c874-4983-a418-90eac0f7f63f,8.0000,16.0000,low,Деструктивный тип реагирования,"Избегание конфликтов, неумение идти на компромисс и вероятность агрессивной реакции.",True
8b21eeb9-737f-4b7f-909a-27e1ea81a0d5,e4708649-c874-4983-a418-90eac0f7f63f,17.0000,24.0000,medium,Смешанный тип реагирования,"Периодические трудности в разрешении конфликтов, частичная готовность к компромиссам и умеренная конфликтность.",False
07fdbd52-dbdd-465b-a5f7-8666c5c1557a,e4708649-c874-4983-a418-90eac0f7f63f,25.0000,40.0000,high,Конструктивный тип реагирования,"Умение находить решения, готовность к компромиссам и зрелая позиция в конфликтах.",False
ada84a41-8a71-4e59-a0f5-cf614cdd3fc0,a489f970-3fee-43bc-9e75-7ba9e9f363f4,8.0000,16.0000,low,Дезадаптация,"Трудности в социализации, проблемы с новыми контактами и страх изменений.",True
a44776c6-1dec-4fe7-b7cc-45742ab746ab,a489f970-3fee-43bc-9e75-7ba9e9f363f4,17.0000,24.0000,medium,Частичная адаптация,"Умеренная социальная активность, периодические трудности и нормальная адаптивность.",False
f7af8282-5fb2-4fa8-b6f7-ada70fb5574c,a489f970-3fee-43bc-9e75-7ba9e9f363f4,25.0000,40.0000,high,Высокая адаптация,"Успешная социализация, хорошие коммуникативные навыки и гибкость в условиях изменений.",False
29611bc4-467c-4919-9470-01d479ee3c97,4bcc5266-96fc-4c85-88f5-09f61e3f02cc,8.0000,16.0000,low,Здоровые стандарты,"Реалистичные ожидания, адекватная самооценка и гибкие критерии успеха.",False
68248136-54d4-4300-90ed-64446226881e,4bcc5266-96fc-4c85-88f5-09f61e3f02cc,17.0000,24.0000,medium,Умеренный перфекционизм,"Повышенные требования, критичность к себе и выраженное стремление к совершенству.",False
5c3ed694-ea9a-491e-b2d8-10a8c2cc539b,4bcc5266-96fc-4c85-88f5-09f61e3f02cc,25.0000,40.0000,high,Патологический перфекционизм,"Чрезмерные требования, самообвинение и страх неудачи.",True
0965f08f-6cf5-45c7-b97c-a9453c1993cd,d77dbf37-f62f-4294-902b-34d0e9cd9ce1,8.0000,16.0000,low,Оптимистичная позиция,"Вера в будущее, позитивный настрой и уверенность в собственных силах.",False
1bbf4818-3e95-4f9b-a1f2-308ef8c8a940,d77dbf37-f62f-4294-902b-34d0e9cd9ce1,17.0000,24.0000,medium,Умеренная безнадежность,"Периодический пессимизм, сомнения в успехе и снижение активности.",True
16bacddd-863f-41bf-9fe7-0583e74c4724,d77dbf37-f62f-4294-902b-34d0e9cd9ce1,25.0000,40.0000,high,Глубокая безнадежность,"Устойчивый пессимизм, отсутствие веры в успех и выраженная пассивность.",True
febe99a3-eb7d-40e1-8732-65b9ff3a147e,e1dc6e53-63dc-457b-9287-522913f6dc78,8.0000,16.0000,low,Низкая мотивация,"Отсутствие четких целей, пассивность и слабое стремление к достижениям.",True
e435f32e-5768-4817-88f4-796fed6a45af,e1dc6e53-63dc-457b-9287-522913f6dc78,17.0000,24.0000,medium,Средняя мотивация,"Наличие целей, периодическая активность и умеренное стремление к достижениям.",False
063f855f-33ca-4677-be7b-23a70fbe7fa2,e1dc6e53-63dc-457b-9287-522913f6dc78,25.0000,40.0000,high,Высокая мотивация,"Четкие цели, высокая активность и выраженное стремление к успеху.",False
dde11b9f-9078-43a9-b567-9da7740ff7ea,2b9c6e4a-4109-42f3-ad99-03206ba81fb3,8.0000,16.0000,low,Нормальная тревожность,"Адекватная реакция на стресс, сохранение контроля над состоянием и функциональный уровень тревоги.",False
eb8a094b-d557-4bde-988c-b047fc8a2ab6,2b9c6e4a-4109-42f3-ad99-03206ba81fb3,17.0000,24.0000,medium,Умеренная тревожность,"Повышенный уровень беспокойства, периодические тревожные переживания и частичный контроль.",True
ed8d7d72-5d4b-46f2-863a-d6768762b6dd,2b9c6e4a-4109-42f3-ad99-03206ba81fb3,25.0000,40.0000,high,Высокая тревожность,"Постоянная тревога, нарушение повседневного функционирования и выраженные тревожные признаки.",True
b6683c83-24f8-4c98-b0c6-da29dc080eb8,2ff2ca2b-c3b9-4d86-9e95-79e2caf25f62,8.0000,16.0000,low,Отсутствие депрессивных признаков,"Нормальное настроение, адекватная самооценка и достаточная энергичность.",False
1582603e-c8ce-4c24-9b23-7805ba482d4a,2ff2ca2b-c3b9-4d86-9e95-79e2caf25f62,17.0000,24.0000,medium,Легкая депрессия,"Снижение настроения, умеренная утомляемость и частичная потеря интереса.",True
c40d5b7d-c567-41cd-84e9-0e79d9162835,2ff2ca2b-c3b9-4d86-9e95-79e2caf25f62,25.0000,40.0000,high,Выраженная депрессия,"Стойкое снижение настроения, значительная утомляемость и потеря интереса к жизни.",True
98843807-985f-4b91-9ac6-eff85ef85cfb,ab5b157b-8a13-4bc6-a262-e7828d93f0bd,8.0000,16.0000,low,Низкий уровень риска,"Отсутствие устойчивых суицидальных мыслей и планов самоповреждения, позитивное отношение к жизни и способность справляться с проблемами.",False
548a2e85-b004-44ea-8320-084f3e0b5d77,ab5b157b-8a13-4bc6-a262-e7828d93f0bd,17.0000,24.0000,medium,Умеренный уровень риска,"Возможны периодические мысли о самоповреждении, ощущение бессмысленности жизни в кризисные периоды и потребность в психологической поддержке.",True
c8580ac5-bbe3-4579-9d9a-a8d2293bf52d,ab5b157b-8a13-4bc6-a262-e7828d93f0bd,25.0000,40.0000,high,Высокий уровень риска,"Возможны устойчивые суицидальные мысли, планы самоповреждения, выраженная беспомощность, безнадежность и восприятие себя как обузы.",True
